playerID,awardID,yearID,lgID,tie,notes
doylela01,Baseball Magazine All-Star,1911,NL,,2B
doylela01,Baseball Magazine All-Star,1915,NL,,2B
doylela01,Most Valuable Player,1912,NL,,
doziebr01,Gold Glove,2017,AL,,2B
drabedo01,Cy Young Award,1990,NL,,
drabedo01,Pitcher of the Month,1987,NL,,August
drabedo01,Pitcher of the Month,1990,NL,,August
drabedo01,Pitcher of the Month,1990,NL,Y,July
drabedo01,Pitcher of the Month,1994,NL,,May
drabedo01,Player of the Week,1987,NL,,Week of 1987-08-28
drabedo01,Player of the Week,1990,NL,,Week of 1990-09-08
drabedo01,Player of the Week,1995,NL,Y,Week of 1995-07-29
drabedo01,TSN All-Star,1990,NL,,RHP
drabedo01,TSN Pitcher of the Year,1990,NL,,
draveda01,Hutch Award,1989,ML,,
draveda01,Player of the Week,1987,NL,,Week of 1987-09-04
dresery01,Rookie of the Month,2002,AL,,May
drewjd01,All-Star Game MVP,2008,ML,,
drewjd01,Player of the Month,2008,AL,,June
drewjd01,This Year in Baseball Postseason Moment of the Year,2007,ML,,MLB.com GIBBY
drewjd01,TSN All-Star,2004,NL,,OF
driesda01,Player of the Week,1977,NL,,Week of 1977-04-29
driesda01,Player of the Week,1982,NL,,Week of 1982-06-04
dropowa01,Baseball Magazine All-Star,1950,AL,,1B
dropowa01,Rookie of the Year,1950,AL,,
dropowa01,TSN All-Star,1950,ML,,1B
drurybr01,Player of the Week,2016,NL,Y,Week of 2016-09-17
drurybr01,Silver Slugger,2022,NL,,UT
drurybr01,TSN Comeback Player of the Year,2022,NL,,
drysddo01,Cy Young Award,1962,ML,,
drysddo01,TSN All-Star,1962,NL,,P
drysddo01,TSN Major League Player of the Year,1962,ML,,
drysddo01,TSN Pitcher of the Year,1962,NL,,
dubonma01,Gold Glove,2023,AL,,UT
dubonma01,Gold Glove,2025,AL,,UT
dudalu01,Player of the Week,2015,NL,Y,Week of 2015-08-02
duffyhu01,Triple Crown,1894,NL,,
duganjo01,Baseball Magazine All-Star,1922,AL,,3B
duganjo01,Baseball Magazine All-Star,1922,ML,,3B
duganjo01,Baseball Magazine All-Star,1923,AL,,3B
duganjo01,Baseball Magazine All-Star,1924,AL,,3B
duganjo01,Baseball Magazine All-Star,1924,ML,,3B
dukeza01,Rookie of the Month,2005,NL,,August
dukeza01,Rookie of the Month,2005,NL,,July
duncach01,Player of the Week,2006,NL,Y,Week of 2006-08-19
duncach01,Rookie of the Month,2006,NL,,August
duncama01,Player of the Week,1991,NL,Y,Week of 1991-09-14
dunnad01,MLB Players Choice Comeback Player,2012,AL,,
dunnad01,Player of the Month,2005,NL,,July
dunnad01,Player of the Week,2002,NL,,Week of 2002-05-11
dunnad01,Player of the Week,2007,NL,,Week of 2007-06-16
dunnad01,TSN Comeback Player of the Year,2012,AL,,
dunnemi01,TSN Rookie Pitcher of the Year,1987,NL,,
dunstsh01,Player of the Week,1989,NL,,Week of 1989-09-16
dunstsh01,TSN All-Star,1989,NL,,SS
duranja01,All-MLB Team - Second Team,2024,ML,,OF
duranja01,All-Star Game MVP,2024,AL,,
duranja01,TSN All-Star,2024,AL,,OF
duranjh01,All-MLB Team - First Team,2025,ML,,RP
duranjh01,Reliever of the Month,2025,AL,,May
durazer01,Player of the Week,2004,AL,Y,Week of 2004-06-12
durenry01,TSN Rookie of the Year,1958,AL,,Pitcher
durhale01,Player of the Month,1984,NL,,May
durhale01,Silver Slugger,1982,NL,,OF
durhara01,Player of the Week,1998,AL,,Week of 1998-08-15
durhara01,Player of the Week,2001,AL,,Week of 2001-05-26
duvalad01,Gold Glove,2021,NL,,CF
duvalad01,Player of the Week,2023,AL,,Week of 2023-08-26
duvalad01,Player of the Week,2023,AL,,Week of 2023-04-01
dwyerji01,Player of the Week,1975,NL,,Week of 1975-08-01
dyeje01,Babe Ruth Award,2005,AL,,OF
dyeje01,Gold Glove,2000,AL,,OF
dyeje01,MLB Players Choice Outstanding Player,2006,AL,,
dyeje01,Player of the Month,2000,AL,,April
dyeje01,Player of the Month,2001,AL,,August
dyeje01,Player of the Week,1999,AL,,Week of 1999-05-22
dyeje01,Player of the Week,2000,AL,,Week of 2000-04-29
dyeje01,Player of the Week,2006,AL,,Week of 2006-07-08
dyeje01,Player of the Week,2006,AL,,Week of 2006-08-26
dyeje01,Player of the Week,2008,AL,,Week of 2008-06-21
dyeje01,Player of the Week,2009,AL,Y,Week of 2009-06-27
dyeje01,Silver Slugger,2006,AL,,OF
dyeje01,TSN All-Star,2006,AL,,OF
dyeje01,World Series MVP,2005,ML,,
dykesji01,Baseball Magazine All-Star,1929,AL,,3B
dykstle01,Player of the Month,1994,NL,Y,May
dykstle01,Player of the Week,1986,NL,,Week of 1986-07-11
dykstle01,Player of the Week,1990,NL,,Week of 1990-06-02
dykstle01,Player of the Week,1994,NL,Y,Week of 1994-05-14
dykstle01,Silver Slugger,1993,NL,,OF
dykstle01,TSN All-Star,1993,NL,,OF
earnsge01,Baseball Magazine All-Star,1929,AL,,P2
earnsge01,Baseball Magazine All-Star,1929,ML,,P2
earnsge01,Baseball Magazine All-Star,1930,AL,,P3
earnsge01,Baseball Magazine All-Star,1931,AL,,P2
earnsge01,Baseball Magazine All-Star,1931,ML,,P3
earnsge01,TSN All-Star,1931,ML,,P
easleda01,Player of the Week,1998,AL,,Week of 1998-05-23
easleda01,Silver Slugger,1998,AL,,2B
easlemi01,Player of the Week,1980,NL,,Week of 1980-06-13
eastelu01,TSN Player of the Year,1952,AL,,
eastwra01,Reliever of the Year Award,1976,NL,,
eastwra01,TSN Fireman of the Year,1976,NL,,
eatonad02,Player of the Week,2015,AL,Y,Week of 2015-08-02
eatonad02,Player of the Week,2018,NL,,Week of 2018-03-31
eckerde01,ALCS MVP,1988,AL,,
eckerde01,Cy Young Award,1992,AL,,
eckerde01,MLB Players Choice Outstanding Player,1992,AL,,
eckerde01,Most Valuable Player,1992,AL,,
eckerde01,Player of the Week,1977,AL,,Week of 1977-06-04
eckerde01,Player of the Week,1978,AL,Y,Week of 1978-09-29
eckerde01,Player of the Week,1985,NL,,Week of 1985-04-19
eckerde01,Reliever of the Year Award,1988,AL,,
eckerde01,Reliever of the Year Award,1992,AL,,
eckerde01,TSN Fireman of the Year,1988,AL,,
eckerde01,TSN Fireman of the Year,1991,AL,Y,
eckerde01,TSN Fireman of the Year,1992,AL,,
eckerde01,TSN Pitcher of the Year,1992,AL,,
eckerde01,TSN Rookie Pitcher of the Year,1975,AL,,
eckstda01,Babe Ruth Award,2006,AL,,SS
eckstda01,World Series MVP,2006,ML,,
edmanto01,Gold Glove,2021,NL,,2B
edmanto01,NLCS MVP,2024,NL,,
edmanto01,Player of the Week,2021,NL,,Week of 2021-08-28
edmonji01,Gold Glove,1997,AL,,OF
edmonji01,Gold Glove,1998,AL,,OF
edmonji01,Gold Glove,2000,NL,,OF
edmonji01,Gold Glove,2001,NL,,OF
edmonji01,Gold Glove,2002,NL,,OF
edmonji01,Gold Glove,2003,NL,,OF
edmonji01,Gold Glove,2004,NL,,OF
edmonji01,Gold Glove,2005,NL,,OF
edmonji01,Player of the Month,2004,NL,,July
edmonji01,Player of the Week,1995,AL,,Week of 1995-06-17
edmonji01,Player of the Week,1995,AL,,Week of 1995-07-22
edmonji01,Player of the Week,1997,AL,,Week of 1997-05-17
edmonji01,Player of the Week,2003,NL,,Week of 2003-04-12
edmonji01,Player of the Week,2003,NL,,Week of 2003-06-28
edmonji01,Player of the Week,2004,NL,,Week of 2004-09-04
edmonji01,Player of the Week,2004,NL,Y,Week of 2004-07-31
edmonji01,Silver Slugger,2004,NL,,OF
edmonji01,This Year in Baseball Defensive Player of the Year,2003,ML,,MLB.com GIBBY
edmonji01,This Year in Baseball Defensive Player of the Year,2004,ML,,MLB.com GIBBY
edmonji01,TSN All-Star,1995,AL,Y,OF
edmonji01,TSN All-Star,2004,NL,,OF
edwarbr01,Baseball Magazine All-Star,1947,ML,,C
edwarbr01,Baseball Magazine All-Star,1947,NL,,C
edwarjo01,Gold Glove,1963,NL,,C
edwarjo01,Gold Glove,1964,NL,,C
edwarjo01,TSN All-Star,1963,NL,,C
ehmkeho01,Baseball Magazine All-Star,1923,AL,,P3
eichhma01,TSN Rookie Pitcher of the Year,1986,AL,,
elartsc01,Player of the Week,2000,NL,Y,Week of 2000-08-05
eldreca01,Pitcher of the Month,1992,AL,,September
eldreca01,Pitcher of the Month,1994,AL,,June
eldreca01,Pitcher of the Month,2000,AL,,June
eldreca01,TSN Rookie Pitcher of the Year,1992,AL,,
elliobo01,Baseball Magazine All-Star,1944,ML,,3B
elliobo01,Baseball Magazine All-Star,1944,NL,,3B
elliobo01,Baseball Magazine All-Star,1947,ML,,3B
elliobo01,Baseball Magazine All-Star,1947,NL,,3B
elliobo01,Baseball Magazine All-Star,1950,NL,,3B
elliobo01,Most Valuable Player,1947,NL,,
elliobo01,TSN All-Star,1944,ML,,3B
elliobo01,TSN All-Star,1948,ML,,3B
ellisdo01,TSN Comeback Player of the Year,1976,AL,,
ellisma01,Player of the Week,2009,AL,,Week of 2009-08-16
ellsbja01,Comeback Player of the Year,2011,AL,,
ellsbja01,Gold Glove,2011,AL,,CF
ellsbja01,MLB Players Choice Comeback Player,2011,AL,,
ellsbja01,Player of the Week,2011,AL,,Week of 2011-06-12
ellsbja01,Player of the Week,2014,AL,,Week of 2014-09-01
ellsbja01,Rookie of the Month,2007,AL,,September
ellsbja01,Silver Slugger,2011,AL,,OF
ellsbja01,This Year in Baseball Defensive Player of the Year,2009,ML,,MLB.com GIBBY
ellsbja01,TSN Comeback Player of the Year,2011,AL,,
elsteke01,TSN Comeback Player of the Year,1996,AL,,
encared01,Player of the Month,2014,AL,,May
encared01,Player of the Month,2015,AL,,August
encared01,Player of the Week,2006,NL,,Week of 2006-08-12
encared01,Player of the Week,2010,AL,,Week of 2010-10-03
encared01,Player of the Week,2013,AL,,Week of 2013-07-28
encared01,Player of the Week,2014,AL,,Week of 2014-05-11
encared01,Player of the Week,2015,AL,,Week of 2015-08-30
encared01,Player of the Week,2018,AL,,Week of 2018-06-02
ennisde01,Baseball Magazine All-Star,1946,NL,,LF
ennisde01,TSN Rookie of the Year,1946,ML,,
ensbemo01,Player of the Week,2003,NL,,Week of 2003-06-07
ensbemo01,Player of the Week,2005,NL,,Week of 2005-07-02
ensbemo01,Silver Slugger,2005,NL,,3B
ensbemo01,TSN All-Star,2005,NL,,3B
eovalna01,All-MLB Team - Second Team,2023,ML,,SP
eovalna01,Pitcher of the Month,2023,AL,,May
eovalna01,Pitcher of the Month,2025,AL,,July
ericksc01,Pitcher of the Month,1991,AL,,May
ericksc01,Player of the Week,1994,AL,,Week of 1994-04-30
erstada01,Gold Glove,2000,AL,,OF
erstada01,Gold Glove,2002,AL,,OF
erstada01,Gold Glove,2004,AL,,1B
erstada01,Player of the Week,1998,AL,,Week of 1998-06-13
erstada01,Player of the Week,2000,AL,,Week of 2000-05-27
erstada01,Player of the Week,2000,AL,Y,Week of 2000-07-08
erstada01,Silver Slugger,2000,AL,,OF
erstada01,TSN All-Star,2000,AL,,OF
esaskni01,Player of the Month,1989,AL,Y,August
escobal02,ALCS MVP,2015,AL,,
escobal02,Gold Glove,2015,AL,,SS
escobed01,Player of the Month,2022,NL,Y,September
escobed01,Player of the Week,2018,AL,,Week of 2018-06-09
escobed01,Player of the Week,2019,NL,,Week of 2019-04-27
escobke01,Player of the Week,2001,AL,Y,Week of 2001-08-25
escobyu01,Player of the Week,2009,NL,,Week of 2009-07-18
espinda01,Player of the Week,2016,NL,,Week of 2016-07-02
estevca01,Reliever of the Month,2024,AL,,June
estrach01,TSN Pitcher of the Year,1960,AL,,
estrajo01,Silver Slugger,2004,NL,,C
estrajo01,TSN All-Star,2004,NL,,C
ethiean01,Gold Glove,2011,NL,,RF
ethiean01,Player of the Week,2006,NL,,Week of 2006-07-07
ethiean01,Player of the Week,2008,NL,Y,Week of 2008-09-06
ethiean01,Player of the Week,2009,NL,,Week of 2009-04-18
ethiean01,Player of the Week,2009,NL,,Week of 2009-07-25
ethiean01,Silver Slugger,2009,NL,,OF
ettenni01,Baseball Magazine All-Star,1945,AL,,1B
evansda01,Player of the Month,1983,NL,,May
evansda01,Player of the Week,1973,NL,Y,Week of 1973-06-29
evansda01,Player of the Week,1983,NL,,Week of 1983-05-13
evansda01,Player of the Week,1985,AL,,Week of 1985-05-17
evansda01,Player of the Week,1985,AL,,Week of 1985-09-20
evansda01,TSN All-Star,1973,NL,,3B
evansdw01,Gold Glove,1976,AL,,OF
evansdw01,Gold Glove,1978,AL,,OF
evansdw01,Gold Glove,1979,AL,,OF
evansdw01,Gold Glove,1981,AL,,OF
evansdw01,Gold Glove,1982,AL,,OF
evansdw01,Gold Glove,1983,AL,,OF
evansdw01,Gold Glove,1984,AL,,OF
evansdw01,Gold Glove,1985,AL,Y,OF
evansdw01,Player of the Month,1981,AL,,May
evansdw01,Player of the Month,1987,AL,,August
evansdw01,Player of the Week,1981,AL,Y,Week of 1981-05-08
evansdw01,Player of the Week,1984,AL,,Week of 1984-07-06
evansdw01,Player of the Week,1988,AL,,Week of 1988-09-09
evansdw01,Player of the Week,1989,AL,,Week of 1989-09-22
evansdw01,Player of the Week,1990,AL,,Week of 1990-04-14
evansdw01,Silver Slugger,1981,AL,,OF
evansdw01,Silver Slugger,1987,AL,,OF
evansdw01,TSN All-Star,1982,AL,,OF
evansdw01,TSN All-Star,1984,AL,,OF
evansdw01,TSN All-Star,1987,AL,,OF
evereca01,Player of the Week,1999,NL,,Week of 1999-05-15
evereca01,Player of the Week,2003,AL,,Week of 2003-04-19
eversjo01,Baseball Magazine All-Star,1908,NL,,2B
eversjo01,Baseball Magazine All-Star,1909,NL,,2B
eversjo01,Baseball Magazine All-Star,1910,NL,,2B
eversjo01,Baseball Magazine All-Star,1912,ML,,2B
eversjo01,Baseball Magazine All-Star,1912,NL,,2B
eversjo01,Baseball Magazine All-Star,1914,NL,,2B
eversjo01,Most Valuable Player,1914,NL,,
faberre01,Baseball Magazine All-Star,1921,AL,,P1
faberre01,Baseball Magazine All-Star,1921,ML,,P2
facero01,TSN Fireman of the Year,1962,NL,,
fainfe01,Baseball Magazine All-Star,1948,AL,,1B
fainfe01,TSN All-Star,1951,ML,,1B
fainfe01,TSN All-Star,1952,ML,,1B
fainfe01,TSN Player of the Year,1951,AL,,
falkecy01,Baseball Magazine All-Star,1913,AL,,P2
fasseje01,Pitcher of the Month,1996,NL,,July
fasseje01,Pitcher of the Month,1996,NL,,June
fasseje01,Pitcher of the Month,1997,AL,,September
feldemi01,Player of the Week,1991,NL,,Week of 1991-06-01
feldemi01,Player of the Week,1992,NL,,Week of 1992-05-30
felixju01,Player of the Week,1989,AL,,Week of 1989-06-02
felixju01,Player of the Week,1992,AL,,Week of 1992-05-02
felixju01,Player of the Week,1993,NL,,Week of 1993-04-24
felizne01,Rookie of the Month,2010,AL,,September
felizne01,Rookie of the Year,2010,AL,,
felizpe01,Player of the Week,2006,NL,Y,Week of 2006-05-20
felizpe01,Rookie of the Month,2001,NL,,July
fellebo01,Baseball Magazine All-Star,1939,AL,,P1
fellebo01,Baseball Magazine All-Star,1939,ML,,P3
fellebo01,Baseball Magazine All-Star,1940,AL,,P1
fellebo01,Baseball Magazine All-Star,1940,ML,,P1
fellebo01,Baseball Magazine All-Star,1941,AL,,P1
fellebo01,Baseball Magazine All-Star,1941,ML,,P1
fellebo01,Baseball Magazine All-Star,1946,AL,,P1
fellebo01,Baseball Magazine All-Star,1946,ML,,P1
fellebo01,Baseball Magazine All-Star,1947,AL,,P1
fellebo01,Baseball Magazine All-Star,1947,ML,,P1
fellebo01,Pitching Triple Crown,1940,AL,,
fellebo01,TSN All-Star,1939,ML,,P
fellebo01,TSN All-Star,1940,ML,,P
fellebo01,TSN All-Star,1941,ML,,P
fellebo01,TSN All-Star,1946,ML,,P
fellebo01,TSN All-Star,1947,ML,,P
fellebo01,TSN Major League Player of the Year,1940,ML,,
fellebo01,TSN Pitcher of the Year,1951,AL,,
felscha01,Baseball Magazine All-Star,1917,AL,,OF
fernaal01,MLB Players Choice Comeback Player,1999,NL,,
fernaal01,Pitcher of the Month,1994,AL,,July
fernajo02,MLB Players Choice Comeback Player,2016,NL,,
fernajo02,MLB Players Choice Outstanding Rookie,2013,NL,,
fernajo02,Pitcher of the Month,2014,NL,,April
fernajo02,Player of the Week,2013,NL,Y,Week of 2013-07-28
fernajo02,Player of the Week,2013,NL,Y,Week of 2013-08-25
fernajo02,Player of the Week,2014,NL,Y,Week of 2014-04-06
fernajo02,Player of the Week,2016,NL,,Week of 2016-05-14
fernajo02,Rookie of the Month,2013,NL,,August
fernajo02,Rookie of the Month,2013,NL,,July
fernajo02,Rookie of the Year,2013,NL,,
fernajo02,This Year in Baseball Rookie of the Year,2013,ML,,MLB.com GIBBY
fernajo02,TSN Comeback Player of the Year,2016,NL,,
fernajo02,TSN Rookie of the Year,2013,NL,,
fernasi01,Pitcher of the Month,1987,NL,,April
fernasi01,Pitcher of the Month,1995,NL,,August
fernasi01,Player of the Week,1989,NL,,Week of 1989-09-30
fernato01,Gold Glove,1986,AL,,SS
fernato01,Gold Glove,1987,AL,,SS
fernato01,Gold Glove,1988,AL,,SS
fernato01,Gold Glove,1989,AL,,SS
fernato01,Player of the Week,1999,AL,Y,Week of 1999-06-19
fernato01,TSN All-Star,1986,AL,,SS
ferrewe01,Baseball Magazine All-Star,1929,AL,,P4
ferrewe01,Baseball Magazine All-Star,1930,AL,,P2
ferrewe01,Baseball Magazine All-Star,1930,ML,,P2
ferrewe01,Baseball Magazine All-Star,1931,AL,,P3
ferrewe01,Baseball Magazine All-Star,1931,ML,,P2
ferrewe01,Baseball Magazine All-Star,1932,AL,,P4
ferrewe01,Baseball Magazine All-Star,1935,AL,,P2
ferrewe01,Baseball Magazine All-Star,1935,ML,,P2
ferrewe01,Baseball Magazine All-Star,1936,AL,,P3
ferrewe01,TSN All-Star,1930,ML,,P
ferrida01,Baseball Magazine All-Star,1945,AL,,P2
ferrida01,Baseball Magazine All-Star,1945,ML,,P3
ferrida01,Baseball Magazine All-Star,1946,AL,,P3
ferrida01,TSN All-Star,1945,ML,,P
ferrida01,TSN All-Star,1946,ML,,P
fettelo01,Baseball Magazine All-Star,1937,ML,,P3
fettelo01,Baseball Magazine All-Star,1937,NL,,P2
fickro01,Player of the Week,2002,AL,Y,Week of 2002-06-15
fidryma01,Player of the Month,1976,AL,,June
fidryma01,Player of the Week,1977,AL,,Week of 1977-06-11
fidryma01,Rookie of the Year,1976,AL,,
fidryma01,TSN Rookie Pitcher of the Year,1976,AL,,
fieldce01,Babe Ruth Award,1996,AL,,DH
fieldce01,Player of the Month,1990,AL,,August
fieldce01,Player of the Week,1990,AL,,Week of 1990-05-12
fieldce01,Player of the Week,1990,AL,,Week of 1990-08-18
fieldce01,Player of the Week,1993,AL,,Week of 1993-06-19
fieldce01,Silver Slugger,1990,AL,,1B
fieldce01,Silver Slugger,1991,AL,,1B
fieldce01,TSN All-Star,1990,AL,,1B
fieldce01,TSN All-Star,1991,AL,,1B
fieldce01,TSN Player of the Year,1990,AL,,
fieldjo02,Player of the Week,2007,AL,,Week of 2007-09-22
fieldpr01,All-Star Game MVP,2011,NL,,
fieldpr01,Comeback Player of the Year,2015,AL,,
fieldpr01,Hank Aaron Award,2007,NL,,
fieldpr01,MLB Players Choice Comeback Player,2015,AL,,
fieldpr01,MLB Players Choice Outstanding Player,2007,NL,,
fieldpr01,Player of the Month,2007,NL,,May
fieldpr01,Player of the Month,2011,NL,,June
fieldpr01,Player of the Week,2007,NL,,Week of 2007-05-05
fieldpr01,Player of the Week,2008,NL,,Week of 2008-09-20
fieldpr01,Player of the Week,2011,NL,,Week of 2011-04-10
fieldpr01,Player of the Week,2011,NL,,Week of 2011-06-12
fieldpr01,Player of the Week,2013,AL,,Week of 2013-04-14
fieldpr01,Player of the Week,2015,AL,Y,Week of 2015-09-20
fieldpr01,Rookie of the Month,2006,NL,,April
fieldpr01,Silver Slugger,2007,NL,,1B
fieldpr01,Silver Slugger,2011,NL,,1B
fieldpr01,Silver Slugger,2012,AL,,1B
fieldpr01,This Year in Baseball Best Bounceback Player,2015,ML,,Esurance
fieldpr01,TSN All-Star,2007,NL,,1B
fieldpr01,TSN Comeback Player of the Year,2015,AL,,
fiersmi01,Player of the Week,2015,AL,,Week of 2015-08-23
fiersmi01,Player of the Week,2019,AL,Y,Week of 2019-05-11
figueed01,Player of the Week,1978,AL,Y,Week of 1978-09-29
filerto01,Player of the Week,1988,AL,Y,Week of 1988-05-27
fingero01,Cy Young Award,1981,AL,,
fingero01,Most Valuable Player,1981,AL,,
fingero01,Player of the Week,1976,AL,,Week of 1976-07-09
fingero01,Player of the Week,1976,AL,,Week of 1976-08-06
fingero01,Reliever of the Year Award,1977,NL,,
fingero01,Reliever of the Year Award,1978,NL,,
fingero01,Reliever of the Year Award,1980,NL,,
fingero01,Reliever of the Year Award,1981,AL,,
fingero01,TSN Fireman of the Year,1977,NL,,
fingero01,TSN Fireman of the Year,1978,NL,,
fingero01,TSN Fireman of the Year,1980,NL,Y,
fingero01,TSN Fireman of the Year,1981,AL,,
fingero01,World Series MVP,1974,ML,,
finlech01,Pitcher of the Month,1989,AL,,May
finlech01,Pitcher of the Month,1990,AL,Y,July
finlech01,Pitcher of the Month,1997,AL,Y,July
finlech01,Pitcher of the Month,1998,AL,,April
finlech01,Player of the Week,1996,AL,,Week of 1996-07-27
finlech01,Player of the Week,1997,AL,,Week of 1997-08-02
finlech01,TSN All-Star,1989,AL,,LHP
finlech01,TSN All-Star,1990,AL,,LHP
finlest01,Gold Glove,1995,NL,,OF
finlest01,Gold Glove,1996,NL,,OF
finlest01,Gold Glove,1999,NL,,OF
finlest01,Gold Glove,2000,NL,,OF
finlest01,Gold Glove,2004,NL,,OF
finlest01,Player of the Week,1992,NL,,Week of 1992-10-03
finlest01,Player of the Week,1996,NL,,Week of 1996-07-06
finlest01,Player of the Week,1997,NL,,Week of 1997-06-28
finlest01,Player of the Week,1999,NL,,Week of 1999-06-05
finlest01,Player of the Week,2004,NL,,Week of 2004-09-11
fisheed02,TSN Fireman of the Year,1965,AL,,
fiskca01,Bob Feller Act of Valor Award - HOF Player,2023,ML,,
fiskca01,Gold Glove,1972,AL,,C
fiskca01,Player of the Week,1977,AL,,Week of 1977-04-30
fiskca01,Player of the Week,1977,AL,,Week of 1977-05-29
fiskca01,Player of the Week,1977,AL,,Week of 1977-09-09
fiskca01,Player of the Week,1985,AL,,Week of 1985-05-31
fiskca01,Player of the Week,1988,AL,,Week of 1988-08-19
fiskca01,Rookie of the Year,1972,AL,,
fiskca01,Silver Slugger,1981,AL,,C
fiskca01,Silver Slugger,1985,AL,,C
fiskca01,Silver Slugger,1988,AL,,C
fiskca01,TSN All-Star,1972,AL,,C
fiskca01,TSN All-Star,1977,AL,,C
fiskca01,TSN All-Star,1983,AL,,C
fiskca01,TSN All-Star,1985,AL,,C
fiskca01,TSN All-Star,1990,AL,,C
fiskca01,TSN Rookie Player of the Year,1972,AL,,
fistedo01,Pitcher of the Month,2011,AL,,September
fitzgty01,Rookie of the Month,2024,NL,,July
fitzmal01,Player of the Week,1974,AL,Y,Week of 1974-08-23
fitzsfr01,Baseball Magazine All-Star,1931,NL,,P4
flaheja01,All-MLB Team - Second Team,2019,ML,,SP
flaheja01,Pitcher of the Month,2019,NL,,August
flaheja01,Pitcher of the Month,2019,NL,,September
flanami01,Cy Young Award,1979,AL,,
flanami01,TSN All-Star,1979,AL,,LHP
flanami01,TSN Pitcher of the Year,1979,AL,,
flemida01,TSN All-Star,1992,AL,,LHP
fletcda02,Player of the Week,2021,AL,Y,Week of 2021-07-10
fletcsc01,Player of the Month,1986,AL,,July
floodcu01,Gold Glove,1963,NL,,OF
floodcu01,Gold Glove,1964,NL,,OF
floodcu01,Gold Glove,1965,NL,,OF
floodcu01,Gold Glove,1966,NL,,OF
floodcu01,Gold Glove,1967,NL,,OF
floodcu01,Gold Glove,1968,NL,,OF
floodcu01,Gold Glove,1969,NL,,OF
floodcu01,TSN All-Star,1968,NL,,OF
floydcl01,Player of the Week,2000,NL,,Week of 2000-09-30
floydcl01,Player of the Week,2001,NL,Y,Week of 2001-07-21
floydga01,Pitcher of the Month,2010,AL,,July
flynndo01,Gold Glove,1980,NL,,2B
flynndo01,Player of the Week,1980,NL,,Week of 1980-08-08
fonsele01,Baseball Magazine All-Star,1929,AL,,1B
footeba01,Player of the Week,1974,NL,,Week of 1974-09-13
fordda01,Player of the Week,1979,AL,Y,Week of 1979-08-10
fordle01,Player of the Week,2005,AL,,Week of 2005-08-20
fordwh01,Babe Ruth Award,1961,AL,,P
fordwh01,Cy Young Award,1961,ML,,
fordwh01,TSN All-Star,1955,ML,,P
fordwh01,TSN All-Star,1956,ML,,P
fordwh01,TSN All-Star,1961,AL,,P
fordwh01,TSN All-Star,1963,AL,,P
fordwh01,TSN Pitcher of the Year,1955,AL,,
fordwh01,TSN Pitcher of the Year,1961,AL,,
fordwh01,TSN Pitcher of the Year,1963,AL,,
fordwh01,TSN Rookie of the Year,1950,AL,,
fordwh01,World Series MVP,1961,ML,,
fornimi01,TSN Fireman of the Year,1960,AL,,
forscbo01,Player of the Week,1978,NL,,Week of 1978-04-14
forscbo01,Player of the Week,1983,NL,,Week of 1983-09-30
forscbo01,Silver Slugger,1980,NL,,P
forscbo01,Silver Slugger,1987,NL,,P
forscke01,Pitcher of the Month,1979,NL,,April
forscke01,Player of the Week,1979,NL,,Week of 1979-04-06
forstte01,Player of the Week,1984,NL,,Week of 1984-06-01
forstte01,TSN Fireman of the Year,1974,AL,,
forsylo01,Player of the Week,2015,AL,,Week of 2015-09-06
fossera01,Gold Glove,1970,AL,,C
fossera01,Gold Glove,1971,AL,,C
fossera01,TSN All-Star,1970,AL,,C
fostege01,All-Star Game MVP,1976,ML,,
fostege01,Most Valuable Player,1977,NL,,
fostege01,Player of the Month,1976,NL,,July
fostege01,Player of the Month,1976,NL,,May
fostege01,Player of the Month,1977,NL,,August
fostege01,Player of the Month,1977,NL,,June
fostege01,Player of the Month,1979,NL,,April
fostege01,Player of the Month,1979,NL,,June
fostege01,Player of the Week,1977,NL,,Week of 1977-05-28
fostege01,Player of the Week,1977,NL,,Week of 1977-09-23
fostege01,Player of the Week,1980,NL,,Week of 1980-08-29
fostege01,Player of the Week,1983,NL,,Week of 1983-05-06
fostege01,Player of the Week,1986,NL,,Week of 1986-06-06
fostege01,Silver Slugger,1981,NL,,OF
fostege01,TSN All-Star,1976,NL,,OF
fostege01,TSN All-Star,1977,NL,,OF
fostege01,TSN All-Star,1978,NL,,OF
fostege01,TSN All-Star,1981,NL,,OF
fostege01,TSN Player of the Year,1976,NL,,
fostege01,TSN Player of the Year,1977,NL,,
fostero01,TSN Rookie Player of the Year,1970,AL,,
foulkke01,Babe Ruth Award,2004,AL,,P
foulkke01,Reliever of the Year Award,2003,AL,,
foulkke01,TSN Reliever of the Year,2003,AL,,
foxne01,Gold Glove,1957,ML,,2B
foxne01,Gold Glove,1959,AL,,2B
foxne01,Gold Glove,1960,AL,,2B
foxne01,Most Valuable Player,1959,AL,,
foxne01,TSN All-Star,1955,ML,,2B
foxne01,TSN All-Star,1956,ML,,2B
foxne01,TSN All-Star,1958,ML,,2B
foxne01,TSN All-Star,1959,ML,,2B
foxne01,TSN Player of the Year,1959,AL,,
foxpe01,Baseball Magazine All-Star,1935,AL,,RF
foxpe01,Baseball Magazine All-Star,1944,AL,,RF
foxxji01,Baseball Magazine All-Star,1932,AL,,1B
foxxji01,Baseball Magazine All-Star,1932,ML,,1B
foxxji01,Baseball Magazine All-Star,1933,AL,,1B
